rho,Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz
404.589720241959,12753513573.216,1144236758.92456,646882162.883147,933205640.670374,839428984.981428,44169253.5054586,0.471699577459714,0.402729803943081,0.458322832976777
437.42089543631,13904015902.1184,1082835751.58316,666923955.312593,676959864.293461,856253265.359009,36898975.2885881,0.449133289713553,0.396130868548209,0.470919130992016
360.643387391746,13426181725.5464,1114072605.82312,588183335.336182,885425676.57716,937818531.104874,38338821.8566471,0.458742026581105,0.292686080911191,0.484823234407554
376.130801688567,12393700830.2126,1071104527.99074,519309448.418096,857692149.022955,851196352.756434,51475160.9461232,0.520166333588292,0.279115822081537,0.454197721530151
345.262686284319,13730544653.1179,1117081616.47114,651169044.3851,836016858.543962,1043898162.26774,40236836.6078868,0.482294816042746,0.396728109287347,0.43870570378337
436.741130440723,14545319811.3785,1012834673.24346,496484858.070343,1019228073.99533,847240797.993347,42706644.6371122,0.493299896805317,0.376225808278505,0.395644409743286
382.608140211482,13913946362.6484,1261552907.04689,553712428.838121,926925894.014326,929584808.192253,41281225.2676782,0.417639372763662,0.361429956487907,0.43122897271302
342.402555364232,14360698393.7958,1008642256.68986,600156635.152823,888381856.229306,820176981.639027,41051293.4101359,0.483347930776846,0.30370603989884,0.480064952008678
498.694674316393,15441702425.5648,1064309623.66866,631835161.39261,770443509.537394,1071091952.4296,46246079.3118025,0.503769047922976,0.339417477455212,0.448917787345631
378.972440066372,13651113828.6671,1036368535.68974,543720606.585985,781379525.032117,882826987.208093,35088690.4342085,0.495374946892012,0.367617903639232,0.465413474513521
412.204523397835,14786361511.1534,936016402.61736,544051968.827342,821066286.557423,911643088.98728,47040886.0002615,0.453458725994639,0.418929686714851,0.455680979309266
448.508184713447,14268782582.5815,1026828438.71538,516113369.682374,872848872.93788,975567819.513367,41032983.130064,0.441745274349986,0.36051852447158,0.387298191383642
381.592836789627,13835255018.4781,1104051387.59098,602001950.661936,912028162.133962,911612348.39449,49937542.9005402,0.481571512782977,0.43912716830814,0.403544215638687
422.515945394132,13723223981.4648,1164969853.92851,641850623.954219,671599588.284188,782087852.166174,36178617.8841423,0.485766138011759,0.426691487647565,0.420783581047813
433.986459171248,14858576621.5698,983437589.882713,629947543.317507,794860617.4856,1038484636.49073,42132087.9128839,0.543401183994896,0.356187824149307,0.460640351452243
398.861007772791,11240992245.4535,991075819.068436,642976354.088267,854767450.014419,800872405.162461,39622059.5629606,0.478652478484283,0.335059692956355,0.477410334779292
375.664446926687,16638587340.0555,980334641.941286,617934573.55751,728754904.093269,836500807.532847,39762091.7228141,0.485742407069538,0.407047359475614,0.448071139590414
386.406970616702,15238931635.5135,1186812138.74144,613149188.914509,908582696.792362,938978644.439872,38097882.9347693,0.50247184082022,0.347552111673541,0.408729546060137
408.48364543874,13656645457.0866,1084526155.42203,641937073.705811,949458519.34881,883903565.073147,43654832.9857524,0.455871319735659,0.380541004427796,0.454139908859784
376.621483625918,14477157942.9491,1165075306.86338,611458983.506052,1008162072.99359,846877629.326653,39154212.8061973,0.385280636391698,0.405869951962873,0.472718091053209
398.174580941459,15355860293.2393,1119202640.85046,623484351.225934,869192256.709176,941427465.266494,42699470.283585,0.597168555138887,0.328600060876759,0.354337989902998
355.596518809478,12549403577.0837,1051359146.4688,595659332.194756,840702201.661988,950569655.76176,43915164.0644962,0.502082393584945,0.438151119453625,0.488203221000421
349.873826100226,10808438066.5566,1198136864.48455,494651183.41009,865222484.887859,904953954.210241,51683928.5529403,0.46376769433717,0.353127581996341,0.445257720757067
411.247478189885,14188608346.0781,1032129575.82993,531793535.78004,886687555.490187,780660727.520808,37906728.7432237,0.529167781832534,0.35641680114489,0.428896005090548
437.498518688673,13667061376.5519,1212142058.64454,584959969.054323,946533613.397368,958505109.480031,41369336.381387,0.426571935699564,0.33319637119024,0.423252006649808
383.795154325033,13514096594.1021,1207106326.88585,587829886.945096,957782296.99931,853815488.011188,46380756.3209531,0.442610902350801,0.378568693960694,0.477227095324629
384.765256098595,13472395794.3577,1319188699.11067,663483851.857061,822354754.620346,960273103.246087,40747712.3502181,0.499964830403618,0.424669585345841,0.365203568416028
442.677571700528,16144179484.8913,1104230550.68359,711666174.146859,872840150.739483,790196741.752772,32997901.1788712,0.451429889958784,0.398543810855383,0.448807236395701
417.982879214065,13276806543.763,1114839379.47178,506585111.97147,794156247.325126,827919533.261568,44466626.5135752,0.466338725240161,0.329014307499715,0.43458566614973
373.69362321607,13150541783.252,1193984567.06736,612738057.352528,893723511.919111,981466964.640107,43031690.4080202,0.492724906180084,0.397406271071364,0.485921476711549
420.481485902076,16079739124.7908,1101498091.39321,602966108.79766,1005711962.16867,855791088.432429,42257677.8752111,0.509957792626959,0.377572884853939,0.496114604886948
442.889038273061,14500735305.235,1013543278.10026,640200565.226071,740650638.453755,923800191.068597,45686995.9830838,0.476949047316074,0.404723990509486,0.523691116936511
438.466253884349,14465999659.5686,1169532847.35472,631645081.472697,746486338.983088,864204503.082999,47446470.0130459,0.464964617600986,0.393666145921064,0.391217246754059
403.970911929897,14935721508.0261,949381072.26693,626925823.413492,843855680.85906,817031597.953721,42111093.8844035,0.378442580147832,0.292839264223605,0.383803835113899
361.623216303407,12437122633.2507,909386564.505447,623329125.52601,722467157.302549,911693610.499369,45596656.5465114,0.466896009079144,0.375463645874188,0.418550168038346
341.869479351444,14028175224.3527,1204609365.88147,711180767.503205,822509255.725197,755010003.02483,42972892.3398754,0.484571618018049,0.363557442712928,0.385022315401583
482.634261530445,10765366612.163,1042966778.0782,525793507.329189,804810571.594895,930416972.483355,42853270.9968474,0.433808672006316,0.400904531193976,0.462074135701483
427.365990410704,13490203807.9218,1214253818.19381,645896374.742073,1075110017.79036,997652534.861414,47160024.1294572,0.469474111236106,0.324072040690621,0.418851875733853
370.964977587239,13295287815.84,1160023859.70021,572133045.675654,782551213.548306,864843260.761986,41589681.4471841,0.48611591790227,0.336561940907137,0.448803310046121
404.51291073372,15955963112.0529,1075585666.83252,597718746.683393,758808574.063346,776837879.079609,43582256.4862372,0.455348860689067,0.390739278873429,0.396169228948749
477.985452157791,14262137260.6955,1214083746.57105,592118023.896735,845518034.2681,963980320.953414,44618915.4600733,0.414684091430491,0.314983819881822,0.387242752024981
344.554832416409,14173849694.0825,1053816361.37034,583569823.153579,742512113.283655,972052424.906677,44127125.3142992,0.462814630009286,0.409987900390128,0.396981893271243
418.02662587582,14580865937.0502,1137396916.69529,561683716.892063,887576253.174802,855324888.516671,38480490.6358804,0.410807375694419,0.410606741788851,0.398201426763379
394.440891459702,12386934739.1553,1066358755.56418,410048059.34344,766062332.808585,773125042.017383,37981688.1195955,0.457040422306046,0.35989706257059,0.519581303950533
378.431420840446,13737621879.2443,926543517.398273,576943345.853802,744487766.010015,904486803.674698,45875721.7930828,0.485878636820607,0.345936928060843,0.364071384165495
459.98353380131,16978408074.2038,1112256565.93934,545891547.601467,962431470.77545,848311529.707873,40283873.4871479,0.508393823509295,0.320469823398677,0.349881202990911
418.266788668151,14654551682.4374,1109469639.23,635958791.517652,952501767.0628,989265148.669663,39866416.6027438,0.504825695823976,0.378444802232154,0.413008898269581
353.484263758588,15001491808.8544,1060149791.58016,608679667.052224,791332194.739655,761936223.16515,42995036.879753,0.464098102871636,0.416603837035261,0.469874127059237
443.659009667721,13034754242.8824,996109853.045471,528976657.543035,902285508.718083,1153261242.12699,45345174.2184238,0.430897906429491,0.403122775666513,0.385917631511363
344.205760311263,15100785381.2034,1013520530.5152,625010876.695108,980374390.97343,937926172.89711,46199396.1019057,0.392009037044211,0.396609148281391,0.52802484804154
